CustomerID,Age,Tenure,MonthlySpend,SubscriptionType,TotalSpend,Churn,CLV
4976,36,12,3288,1,39456,1,32813.886414571316
4977,43,57,468,0,26676,0,36314.214897033424
4978,42,2,1060,0,2120,0,1776.9098896040002
4979,27,13,681,0,8853,1,12872.763033714207
4980,32,59,3490,1,205910,0,195244.31751992364
4981,39,4,3590,2,14360,0,16392.633606092713
4982,68,20,1461,1,29220,0,24854.434935146088
4983,65,50,2532,0,126600,0,151058.95167370807
4984,38,51,302,0,15402,0,17682.421514034053
4985,39,48,3994,0,191712,0,208424.29698342038
4986,53,59,4534,1,267506,0,220665.9781208755
4987,51,14,2892,0,40488,1,57300.86326918944
4988,47,30,3871,1,116130,1,158151.13175409642
4989,42,29,1081,2,31349,0,38970.600675105474
4990,62,8,2435,1,19480,0,23386.928043196276
4991,45,12,3234,0,38808,0,49925.036776020286
4992,18,41,2777,2,113857,0,102561.58986937348
4993,66,38,875,0,33250,0,48307.29483301617
4994,62,26,2639,2,68614,0,68564.00125630961
4995,21,50,1881,0,94050,0,118460.03708628505
4996,24,2,1476,1,2952,0,3615.3999395116316
4997,66,55,4967,0,273185,1,340287.37303402595
4998,26,40,3447,1,137880,1,195136.94311139316
4999,53,56,3848,1,215488,0,217026.11986911012
5000,36,14,1512,2,21168,0,28032.014674252576
5001,18,6,1273,1,7638,0,9309.757662457163
5002,27,42,4299,1,180558,0,154059.71086555556
5003,53,40,1854,1,74160,1,80827.5977939451
5004,26,31,3947,2,122357,0,169656.0684550537
5005,62,17,4288,0,72896,0,74408.0942844388
5006,63,25,2093,0,52325,0,59524.12038604236
5007,59,32,1485,1,47520,1,54270.073331063344
5008,49,12,734,1,8808,0,10856.801634778227
5009,49,49,3647,0,178703,0,253546.05051865958
5010,23,13,1579,1,20527,1,18915.167393424035
5011,65,19,845,0,16055,0,18515.13683555105
5012,55,44,223,2,9812,0,10763.637243691035
5013,34,48,4852,1,232896,0,234559.82371284798
5014,27,25,4651,1,116275,1,167869.2085427099
5015,67,31,4870,0,150970,1,121639.51287455481
5016,44,59,4324,0,255116,0,225898.42039368392
5017,67,37,564,2,20868,0,27406.802386594565
5018,52,25,2855,1,71375,0,70262.20117416991
5019,69,16,608,0,9728,0,12706.961496333743
5020,38,57,1514,2,86298,0,119313.67546827215
5021,42,38,418,0,15884,0,15538.224567979774
5022,45,43,4903,0,210829,0,196990.39558611147
5023,64,49,1739,2,85211,1,76835.6485479759
5024,32,58,3633,2,210714,0,198084.23008743866
5025,21,23,1802,2,41446,0,40908.435946145786
5026,46,14,2904,2,40656,0,57248.72477888964
5027,26,6,3848,2,23088,0,30914.903325220515
5028,44,25,1305,2,32625,0,26142.119587620342
5029,43,23,3611,1,83053,0,117261.15197607131
5030,36,43,2688,2,115584,0,98843.80859412737
5031,45,12,816,1,9792,1,12325.052648913286
5032,34,13,4521,0,58773,0,53250.23858668528
5033,60,36,2618,0,94248,0,79506.95941232562
5034,58,39,227,2,8853,0,11790.774989608492
5035,59,34,3255,0,110670,0,124729.7580272983
5036,67,6,215,2,1290,0,1572.9534495199766
5037,37,38,3548,2,134824,0,148002.65678444403
5038,62,50,532,1,26600,1,22530.740079896023
5039,57,52,4778,0,248456,1,327398.5997860976
5040,56,40,4861,2,194440,1,267208.3504000466
5041,66,8,2361,0,18888,1,15658.04585250156
5042,40,8,2285,1,18280,0,19431.677252606485
5043,64,40,4749,0,189960,0,226075.4945672933
5044,49,33,4153,1,137049,0,167697.04803474827
5045,69,34,2989,1,101626,1,122429.55955749795
5046,64,44,4461,1,196284,0,252236.41431736792
5047,50,15,2452,2,36780,0,54315.64994749304
5048,63,36,444,2,15984,0,17157.39446760492
5049,22,57,2094,0,119358,0,141992.63299327967
5050,60,35,1556,2,54460,0,70218.27551242657
5051,65,46,1142,2,52532,0,63810.44575497387
5052,51,22,3667,0,80674,0,86379.72681647251
5053,57,23,3392,1,78016,0,96494.51881008556
5054,28,40,1945,1,77800,0,97645.07394777118
5055,67,45,4705,0,211725,0,256076.71530692806
5056,20,55,2557,2,140635,0,132700.01644243678
5057,50,51,4079,0,208029,1,240104.3571685646
5058,28,22,3977,0,87494,0,124158.34029924191
5059,33,5,2315,2,11575,0,16297.846716756252
5060,35,31,2467,0,76477,0,101374.20569794397
5061,47,13,2467,2,32071,1,41308.63014046137
5062,65,28,1696,2,47488,0,43085.6437857778
5063,27,58,2996,0,173768,0,194902.57907512638
5064,35,20,4681,1,93620,1,82167.08313299228
5065,55,33,1129,2,37257,1,51120.296718062425
5066,36,16,3524,1,56384,0,56594.32610632925
5067,53,29,4700,2,136300,0,182206.67210800605
5068,30,23,4787,1,110101,0,150860.96537381518
5069,63,24,556,0,13344,0,19011.82754670172
5070,20,34,4510,2,153340,0,203586.61296471956
5071,27,7,4264,0,29848,1,35677.62184500103
5072,55,38,4041,0,153558,1,187145.65539492143
5073,18,37,4130,0,152810,0,156539.7244048851
5074,44,4,1026,2,4104,1,3791.6746586264712
5075,63,34,865,0,29410,0,26217.407548707164
5076,25,42,2228,0,93576,0,86783.9231084161
5077,68,22,3891,2,85602,0,124445.304625821
5078,63,5,2782,0,13910,0,12729.086596152058
5079,59,50,753,2,37650,0,49194.100361091936
5080,34,42,527,0,22134,0,20567.79772440968
5081,26,23,1388,1,31924,0,47333.805437057854
5082,23,54,349,0,18846,0,19912.856508902496
5083,60,15,4952,1,74280,1,80853.44576379552
5084,42,31,3053,2,94643,0,102513.33254547557
5085,56,59,2136,1,126024,0,172844.6165484026
5086,66,9,4588,2,41292,1,39343.15664335583
5087,45,43,2936,0,126248,0,174439.0476010297
5088,50,58,1156,1,67048,1,84476.53745084286
5089,54,53,3448,0,182744,0,174373.6152887169
5090,26,25,615,1,15375,1,13003.948712112802
5091,35,25,3654,2,91350,1,122636.8980623142
5092,38,49,2845,2,139405,0,132891.18038140386
5093,19,21,3974,2,83454,0,118700.52824538233
5094,60,9,284,2,2556,0,2277.0118182609913
5095,55,55,2135,0,117425,0,144603.62631576465
5096,57,48,1616,0,77568,0,99637.48257493314
5097,53,38,1270,0,48260,0,60826.50296857198
5098,67,22,3612,0,79464,0,81150.29522539125
5099,60,43,1721,0,74003,0,104556.35710221902
5100,54,23,1701,2,39123,1,52380.36538501287
5101,32,49,4291,0,210259,0,243300.03262806422
5102,45,4,2673,0,10692,0,13068.886338302525
5103,35,29,935,0,27115,0,32442.009073074627
5104,51,15,3038,2,45570,0,66654.73791874172
5105,39,1,2762,2,2762,0,3942.725351989078
5106,28,54,4106,2,221724,0,213929.98003776112
5107,30,30,1472,2,44160,0,43450.430248727476
5108,21,29,2062,0,59798,1,88920.02368616263
5109,39,20,4426,0,88520,0,85474.24733580757
5110,24,33,1963,1,64779,0,95059.00601246062
5111,60,41,4618,0,189338,0,237586.54691092527
5112,41,44,1022,2,44968,1,37551.72487835911
5113,21,36,742,2,26712,1,27647.16146639845
5114,45,22,2965,0,65230,0,73925.67107761455
5115,32,13,2278,1,29614,0,40961.04902118958
5116,18,7,1084,2,7588,0,7815.714281153359
5117,20,8,4486,1,35888,0,36512.624125868
5118,31,28,3849,2,107772,0,155642.62836642604
5119,55,45,4710,2,211950,0,181285.93065544512
5120,67,43,3771,0,162153,1,192323.97367077644
5121,18,9,4133,2,37197,0,42886.93168437793
5122,55,25,3866,1,96650,1,81198.98320285394
5123,55,56,1921,1,107576,0,92669.35013460975
5124,38,16,574,0,9184,0,9802.792233128997
5125,65,10,757,2,7570,0,6766.920301307995
5126,46,11,1480,1,16280,0,18472.107423087768
5127,22,31,3623,0,112313,0,137720.6961707156
5128,66,12,1328,1,15936,0,20461.468294967603
5129,27,31,1560,0,48360,0,57187.10467154972
5130,45,14,3797,1,53158,0,56653.776987399695
5131,38,51,1300,2,66300,0,59062.097860721144
5132,67,44,1734,1,76296,1,74254.30304568456
5133,24,32,2825,1,90400,1,98861.00372156322
5134,20,50,4327,0,216350,0,313032.5179388614
5135,62,53,1831,0,97043,1,91397.07774059338
5136,64,17,257,0,4369,0,4759.330661461339
5137,37,35,1327,1,46445,0,60964.45941651657
5138,36,1,511,0,511,1,661.0512390110778
5139,52,29,3917,2,113593,0,167653.59170885503
5140,21,51,2201,0,112251,0,104801.0030175131
5141,22,4,2937,0,11748,0,9534.250677953447
5142,18,23,4077,2,93771,0,96174.0021542217
5143,21,28,2482,0,69496,0,62878.92645796918
5144,29,16,3383,0,54128,0,64083.6730071901
5145,44,12,1631,1,19572,0,27971.232568550302
5146,59,53,3325,1,176225,0,225877.94154841045
5147,40,21,4534,0,95214,0,85222.16661596455
5148,42,45,1975,2,88875,1,78322.25064270425
5149,38,17,1518,0,25806,0,37109.41171696997
5150,69,40,4407,0,176280,0,201193.06801852267
5151,41,13,3359,0,43667,1,63167.41997883765
5152,42,52,1528,1,79456,1,104512.64036433015
5153,62,58,4585,2,265930,0,397656.8092957405
5154,63,32,4174,2,133568,0,188312.10299221863
5155,49,37,4877,2,180449,0,196680.12311701532
5156,49,50,4665,1,233250,0,310399.64854348596
5157,22,15,419,1,6285,0,7101.168322124098
5158,53,12,3502,0,42024,0,40475.44103163804
5159,63,49,3066,1,150234,0,145534.75276200203
5160,59,57,2096,0,119472,0,128805.80987019926
5161,66,15,4644,1,69660,0,61163.316112805696
5162,59,34,2502,0,85068,1,78639.95562603502
5163,56,6,4747,1,28482,0,32766.435570801106
5164,33,17,4384,2,74528,0,109388.15407497447
5165,50,48,3926,0,188448,0,226963.08504632342
5166,66,49,2242,1,109858,0,119300.04511060842
5167,38,57,722,1,41154,0,39914.86227473087
5168,26,20,2907,0,58140,0,54484.79129894272
5169,23,9,3198,1,28782,0,36290.789783708366
5170,68,59,4121,2,243139,1,338893.8785468093
5171,62,5,1109,0,5545,0,5984.159278473613
5172,52,23,4737,0,108951,0,129157.19763299086
5173,56,33,4333,0,142989,0,185129.1070049672
5174,39,38,2080,0,79040,0,66457.3775766749
5175,58,56,3479,0,194824,0,203713.4164587949
5176,22,14,4505,2,63070,0,82673.86033010735
5177,59,17,2760,0,46920,1,60021.62730699897
5178,40,57,3272,2,186504,0,156167.8947961491
5179,34,19,4026,2,76494,0,73929.38175020266
5180,29,33,4676,2,154308,0,196892.38649260547
5181,40,1,3075,0,3075,1,3044.2230311710846
5182,33,13,3106,2,40378,0,55321.381194022695
5183,20,46,4689,0,215694,0,177010.01477007245
5184,47,27,4691,2,126657,1,118201.74858245392
5185,39,6,744,0,4464,1,4450.246800061984
5186,26,59,3297,1,194523,0,281611.50817573396
5187,46,6,3825,1,22950,0,31152.864034094742
5188,64,33,3705,2,122265,0,173481.9993031549
5189,54,30,1284,1,38520,0,42693.07972448838
5190,40,46,752,2,34592,0,47591.44750300374
5191,30,35,1353,2,47355,0,66176.03166636195
5192,49,23,4138,2,95174,1,102785.04352883546
5193,63,10,2445,1,24450,0,36580.21452414289
5194,69,51,1886,2,96186,0,134262.86715283032
5195,64,19,893,1,16967,1,25142.85228808498
5196,65,51,3990,1,203490,1,286218.44764674327
5197,40,28,697,0,19516,0,26216.673170259914
5198,62,23,2295,1,52785,0,77102.55920257822
5199,34,4,812,0,3248,0,3552.901034487524
5200,57,20,4167,2,83340,0,112370.10584333997
5201,38,19,575,2,10925,0,10368.085497243448
5202,19,42,1005,0,42210,0,55419.86002544366
5203,54,27,1120,2,30240,0,40816.35829565305
5204,23,57,3804,0,216828,0,282216.18832236726
5205,61,34,1643,0,55862,0,77920.18021988725
5206,35,4,1745,2,6980,0,7603.556993307174
5207,47,56,1410,0,78960,0,93278.42419607656
5208,39,38,2280,0,86640,0,69958.9571238468
5209,50,7,4887,0,34209,0,30864.632857291155
5210,47,48,2348,2,112704,0,140985.4625357706
5211,34,7,1708,2,11956,1,14270.945107269312
5212,60,50,1113,2,55650,0,52207.088065005395
5213,49,52,2980,2,154960,0,150377.11315215408
5214,59,26,589,2,15314,0,15939.692388179086
5215,68,26,4249,1,110474,0,143780.83929840487
5216,31,54,4455,1,240570,0,295131.66617189726
5217,27,19,3825,0,72675,0,61679.26413675743
5218,64,9,1270,1,11430,1,15224.273131247897
5219,68,20,4991,2,99820,1,98209.0743066013
5220,53,42,2770,2,116340,0,147778.76468989917
5221,51,45,3937,2,177165,0,157030.9048621245
5222,26,50,2979,0,148950,0,223208.2619171241
5223,59,16,538,0,8608,0,7370.467604495891
5224,45,54,2176,0,117504,1,155012.90069126137
5225,28,17,3636,0,61812,0,72872.09851630664
5226,31,22,994,0,21868,0,18809.922764501076
5227,56,13,1922,0,24986,0,20457.720264654225
5228,64,12,3419,1,41028,0,43238.014340792004
5229,36,10,1098,2,10980,1,14949.893141406908
5230,32,1,302,1,302,0,250.29937219548637
5231,45,32,3059,0,97888,0,126576.9234490996
5232,41,30,4388,2,131640,0,165703.61310519706
5233,25,8,1647,2,13176,0,12989.907100410586
5234,60,21,4414,2,92694,0,79183.33273228694
5235,26,22,2232,1,49104,0,70745.37868573265
5236,64,18,4232,2,76176,0,76956.41260129088
5237,50,2,3260,0,6520,0,5724.353069874777
5238,50,48,1734,0,83232,0,106292.42062629503
5239,36,44,3047,1,134068,0,127589.4132871452
5240,20,9,3409,1,30681,0,34759.779047991935
5241,27,3,4770,0,14310,0,11952.912336612344
5242,57,54,3663,1,197802,1,295731.5477433447
5243,64,26,634,2,16484,0,18352.21065763705
5244,59,21,1457,1,30597,0,45876.437668689476
5245,18,30,254,2,7620,1,8153.18979356631
5246,46,28,1130,2,31640,0,33016.23840900828
5247,67,36,2999,2,107964,0,155489.82079431842
5248,51,26,511,2,13286,1,13692.898333924508
5249,68,34,1156,2,39304,0,43328.882222203094
5250,30,8,4283,0,34264,1,29284.663202501728
5251,18,10,2712,0,27120,0,39834.49797446547
5252,51,48,1463,0,70224,0,60364.962516259635
5253,46,55,2947,2,162085,0,217166.25696645112
5254,65,43,2982,1,128226,0,150925.9482407824
5255,64,50,1293,1,64650,0,54498.88979387119
5256,30,54,2986,2,161244,1,129187.51243405645
5257,65,14,3015,1,42210,1,61410.80335756109
5258,66,40,3963,2,158520,0,209170.52962759288
5259,46,55,4235,1,232925,1,298261.71341849276
5260,56,15,2523,2,37845,0,41894.02033036928
5261,41,17,432,1,7344,0,7101.865754723793
5262,43,53,2301,1,121953,0,155600.3390868324
5263,34,18,4552,0,81936,0,100438.02945074746
5264,24,32,2228,1,71296,0,93286.5051867349
5265,30,38,2129,1,80902,0,85436.94243219575
5266,22,23,1658,2,38134,0,56851.945478387
5267,43,46,1848,1,85008,0,71993.79024646811
5268,66,23,607,1,13961,1,11947.699992809808
5269,20,35,3540,1,123900,0,178640.64226066673
5270,24,39,2177,1,84903,0,106416.9536107521
5271,66,15,2613,1,39195,0,40309.46466167831
5272,56,53,1960,0,103880,0,138510.15672895874
5273,18,24,3797,1,91128,1,101784.63330179027
5274,66,28,1578,2,44184,0,36000.46292161259
5275,34,16,820,2,13120,0,16475.736099952886
5276,60,16,1129,1,18064,0,17525.30182213489
5277,42,40,1174,1,46960,0,41359.29595320615
5278,20,39,4687,1,182793,0,175059.25259402953
5279,32,6,4647,0,27882,0,31598.963829151995
5280,46,2,3053,2,6106,1,5097.896358590826
5281,60,54,1889,0,102006,0,144665.5896560842
5282,49,13,4871,0,63323,0,75477.38199425519
5283,43,44,4818,1,211992,0,213072.59235051903
5284,33,47,925,1,43475,0,55687.27503945885
5285,42,59,361,2,21299,0,29029.803204423035
5286,45,9,858,1,7722,0,9496.108184101904
5287,26,34,3097,2,105298,0,99163.99951107001
5288,18,17,4819,0,81923,0,71863.01077055998
5289,46,27,4299,2,116073,0,162726.19627362938
5290,39,29,2742,2,79518,0,76677.71162556512
5291,33,37,1778,2,65786,1,53553.59994918491
5292,58,43,4194,0,180342,0,225433.17639212788
5293,68,22,1274,0,28028,0,25421.949017805873
5294,61,51,3405,1,173655,0,259384.80483585212
5295,68,24,4244,1,101856,0,143495.9125183547
5296,58,7,3633,2,25431,0,31176.16828055588
5297,24,34,1077,2,36618,0,50668.54447072776
5298,31,48,1291,0,61968,0,69985.1094136642
5299,46,12,3259,0,39108,0,52871.68403390584
5300,36,23,1874,0,43102,1,53988.42242279541
5301,36,15,1808,2,27120,0,22239.78999705595
5302,19,33,3026,2,99858,0,146205.1302165442
5303,58,57,1417,0,80769,1,113290.12938795776
5304,62,13,3252,2,42276,1,62035.17559130333
5305,32,23,513,0,11799,0,15479.770663318146
5306,20,38,929,1,35302,1,38424.20225954901
5307,28,32,4239,0,135648,0,128172.39209783633
5308,63,45,583,2,26235,0,24293.542924873404
5309,47,50,2012,2,100600,1,90685.00221146688
5310,57,35,2524,2,88340,1,84314.05908166617
5311,35,1,3629,2,3629,0,4301.980664706388
5312,68,47,2945,0,138415,0,176980.40105449056
5313,65,58,2064,0,119712,0,122087.03732266564
5314,19,45,3491,1,157095,0,186019.7836223865
5315,49,5,427,0,2135,0,2218.002099553779
5316,25,57,2264,1,129048,0,166156.65335787728
5317,39,13,211,0,2743,0,4092.3923916369145
5318,23,54,1722,0,92988,0,119239.6168991913
5319,29,5,891,2,4455,1,3748.086853868222
5320,64,32,3905,1,124960,0,141712.69623165473
5321,57,51,1939,2,98889,0,132439.19413139528
5322,53,21,1725,2,36225,1,42729.891530575216
5323,32,24,269,0,6456,0,9462.844043923722
5324,45,18,2448,0,44064,1,36940.621490718055
5325,69,21,3323,1,69783,0,70048.79509446162
5326,66,54,4924,1,265896,0,253798.44336429247
5327,62,10,3530,0,35300,0,47207.94460557828
5328,35,24,1487,1,35688,0,41635.58891964007
5329,19,40,775,0,31000,0,27802.06938636023
5330,30,47,2372,0,111484,0,111474.5555686137
5331,62,21,944,0,19824,0,23112.038893356097
5332,32,25,2727,1,68175,0,102077.76530787729
5333,37,52,3273,2,170196,0,179557.57144386662
5334,46,57,4410,1,251370,0,228690.96326179546
5335,59,59,4776,2,281784,0,323472.9757325736
5336,46,23,1224,1,28152,0,28634.256824305685
5337,20,22,1141,2,25102,0,30026.42944822095
5338,36,4,967,2,3868,0,4358.064815821278
5339,20,34,2638,1,89692,0,115042.81104076772
5340,31,56,1033,1,57848,0,83301.32224859766
5341,57,6,2390,2,14340,0,13484.763053016724
5342,21,28,827,0,23156,0,31835.47199661544
5343,69,31,576,2,17856,0,26149.86203178425
5344,28,35,4086,2,143010,0,151808.94438771866
5345,48,39,289,0,11271,0,9913.564608897776
5346,60,42,3055,2,128310,0,176469.59562620698
5347,49,23,1265,0,29095,1,37554.867802923894
5348,44,6,1258,0,7548,0,7162.286205461196
5349,47,16,3259,1,52144,0,57966.21733003762
5350,60,2,4272,2,8544,1,10292.05578857472
5351,19,24,2800,2,67200,0,61749.936236083
5352,66,17,4419,0,75123,0,97692.87739242469
5353,26,45,2304,2,103680,0,133012.9298394368
5354,45,1,3053,0,3053,0,4338.278283598602
5355,48,6,2855,2,17130,0,20506.17011645849
5356,51,5,1715,2,8575,0,10307.31396675056
5357,32,57,3217,0,183369,0,226198.7080537144
5358,65,45,4347,0,195615,0,193981.27887265518
5359,42,55,1773,2,97515,1,129794.81471116212
5360,53,50,2736,2,136800,0,172880.92925850957
5361,25,29,4126,0,119654,0,166008.1914682299
5362,26,12,2252,1,27024,0,36158.38773886576
5363,54,39,3996,1,155844,0,194337.55548347256
5364,65,47,831,2,39057,0,35644.37531665334
5365,62,3,2061,2,6183,0,8924.561529580138
5366,56,48,4152,2,199296,0,210665.54323065517
5367,49,1,1432,0,1432,0,2112.2128850812023
5368,69,27,2464,2,66528,0,71937.36250084468
5369,34,48,2247,2,107856,0,97303.02434694525
5370,52,24,735,2,17640,1,25038.001202125903
5371,54,44,3733,1,164252,0,222814.59172853408
5372,36,19,3297,2,62643,0,84593.56069016678
5373,61,59,1475,2,87025,0,75066.67940766289
5374,46,8,3273,0,26184,0,37063.34420404289
5375,24,55,1225,1,67375,0,82027.74505019344
5376,45,44,2251,0,99044,1,111845.33948039291
5377,26,47,3821,2,179587,0,258465.22638230489
5378,45,2,4763,2,9526,0,12062.096946620075
5379,23,30,400,2,12000,0,10717.458920365081
5380,46,30,4603,2,138090,0,160692.02204916914
5381,34,49,3523,2,172627,0,215029.64831809176
5382,33,39,3558,0,138762,0,198288.88434304594
5383,40,45,3171,2,142695,0,142113.64218694993
5384,48,32,785,2,25120,0,34061.80864522415
5385,20,1,3545,1,3545,0,4820.735720865922
5386,38,38,4054,1,154052,1,137049.99546524038
5387,43,13,4804,2,62452,0,50714.97271062885
5388,53,11,3624,2,39864,0,48115.321282107245
5389,59,10,4300,2,43000,0,58163.31447735867
5390,54,48,559,2,26832,0,31879.14151484503
5391,39,59,3869,2,228271,0,312581.3506558425
5392,59,26,4509,2,117234,0,144855.76045869797
5393,29,56,3677,0,205912,1,258894.11574366668
5394,59,55,4858,0,267190,0,219017.80671364247
5395,30,20,3012,0,60240,0,51928.00902070636
5396,28,17,244,1,4148,1,5423.595997999814
5397,33,17,2950,2,50150,0,66899.61342781963
5398,25,4,833,1,3332,0,3930.175916037234
5399,57,5,1410,1,7050,0,8552.464903970855
5400,57,23,1949,1,44827,0,55139.724251914704
5401,62,46,3441,0,158286,0,138261.85912728138
5402,19,52,2968,2,154336,0,195626.4396419701
5403,47,10,793,2,7930,0,8999.986841006143
5404,47,46,1624,1,74704,0,91270.81351531255
5405,29,28,2126,0,59528,0,71088.29474980295
5406,27,33,1056,1,34848,1,46490.72286068844
5407,61,43,751,1,32293,0,33035.66745812613
5408,28,26,4338,2,112788,0,119720.89469006745
5409,32,55,3088,0,169840,0,182429.29057009422
5410,33,50,4474,2,223700,0,298353.0005696586
5411,34,48,1680,1,80640,1,88847.44527553774
5412,43,29,806,2,23374,0,21596.461999601957
5413,19,27,871,1,23517,0,34996.32215090808
5414,67,18,3515,0,63270,0,72467.38937312586
5415,29,40,216,2,8640,1,7572.732406927869
5416,68,10,3073,2,30730,1,39002.284578359024
5417,43,58,2794,2,162052,1,213489.51685354408
5418,40,42,2684,2,112728,0,129654.78412916537
5419,35,5,815,2,4075,0,5104.019215136059
5420,49,10,3405,0,34050,0,31355.70539494587
5421,66,50,3049,0,152450,0,161222.83734519564
5422,55,21,4607,2,96747,0,88357.10232327563
5423,64,24,4007,1,96168,0,103002.14809386364
5424,20,38,2272,1,86336,0,103081.7621184709
5425,55,3,724,2,2172,0,2410.436914679381
5426,20,40,3373,2,134920,1,163961.5824184463
5427,47,31,1673,0,51863,0,59706.31520588925
5428,18,41,2625,0,107625,0,110043.34035615482
5429,47,37,3474,2,128538,0,115734.48389653506
5430,62,2,3538,2,7076,0,6912.33921719187
5431,49,2,2207,1,4414,0,4151.363805703934
5432,45,39,4757,0,185523,1,240288.5743346672
5433,38,49,2612,2,127988,0,175852.54153785628
5434,63,42,2351,0,98742,1,128786.42816513313
5435,30,44,3382,2,148808,1,186101.35366223886
5436,44,34,627,2,21318,0,21648.34261242136
5437,53,42,4764,2,200088,1,259652.17498535253
5438,24,20,1214,2,24280,1,29707.99848597553
5439,39,33,1804,1,59532,1,49579.75913395342
5440,27,4,1069,2,4276,1,6137.464592775172
5441,56,45,2927,1,131715,1,112743.7841264917
5442,32,44,3052,1,134288,0,154685.74732357753
5443,32,11,1085,2,11935,0,13834.436236391426
5444,21,42,2808,0,117936,1,163448.09586938593
5445,49,47,1473,0,69231,0,99633.60331526483
5446,40,5,4626,2,23130,0,33718.290740335055
5447,23,25,2155,2,53875,0,64583.760333825965
5448,41,49,786,2,38514,0,49118.04271805879
5449,37,37,400,0,14800,0,12757.065774594153
5450,54,34,4749,0,161466,0,184320.09262485863
5451,37,9,3817,2,34353,0,49073.24995258464
5452,29,6,1025,0,6150,0,6881.776235218853
5453,50,18,310,1,5580,0,4735.83391180298
5454,45,14,3111,0,43554,0,40960.307021764354
5455,25,19,4099,0,77881,0,85720.10003833912
5456,18,14,1107,2,15498,0,14975.249568636347
5457,54,40,3915,1,156600,0,168283.11320515943
5458,39,17,3889,2,66113,0,68299.57592486501
5459,23,35,754,0,26390,0,27003.576392669085
5460,38,29,2103,1,60987,0,52681.49923866809
5461,49,42,306,2,12852,0,18222.854446891368
5462,52,17,3536,0,60112,0,77237.57081581904
5463,32,59,2734,1,161306,1,199433.46948926445
5464,22,43,2426,2,104318,1,127740.37299958765
5465,63,8,3493,1,27944,0,30111.1007171985
5466,67,1,1593,0,1593,0,2192.4789009003075
5467,65,45,2884,2,129780,0,188314.41328837752
5468,23,53,3035,0,160855,0,129316.49381101318
5469,42,36,366,1,13176,0,11271.263391572309
5470,63,7,2910,0,20370,0,25920.477328025776
5471,57,46,3824,1,175904,0,169790.75655571552
5472,46,5,2547,2,12735,0,18315.394211534112
5473,24,24,1604,0,38496,1,48781.71334830074
5474,57,28,1725,2,48300,0,51091.927336916095
5475,30,43,4609,2,198187,0,216162.10149175284
5476,55,17,2974,2,50558,1,64897.14639017884
5477,35,37,1025,2,37925,0,34082.244513830396
5478,19,20,1324,0,26480,1,37558.922612251146
5479,25,3,768,0,2304,0,1850.8957952281908
5480,28,37,2158,2,79846,0,118592.29890345034
5481,50,26,3939,2,102414,0,93949.67095813416
5482,55,15,2309,1,34635,0,45700.11883391427
5483,65,51,4664,2,237864,0,196938.85536128006
5484,44,48,4389,1,210672,0,232160.5923134445
5485,37,8,4294,1,34352,0,42638.37493039868
5486,29,13,3130,2,40690,0,34552.288674623815
5487,60,48,963,0,46224,0,51322.76005590905
5488,48,3,3560,1,10680,0,10810.247749652022
5489,44,1,3650,0,3650,0,4193.012428576178
5490,49,9,2347,2,21123,1,24359.119118493418
5491,27,31,3595,2,111445,0,150413.09541916725
5492,20,41,4624,2,189584,1,168057.33776448824
5493,62,54,3919,2,211626,0,181554.73280388978
5494,44,26,420,1,10920,0,11808.048942877318
5495,52,17,2061,1,35037,0,49796.8247906369
5496,48,56,2814,0,157584,1,220410.954391605
5497,32,34,1221,0,41514,0,49484.481945135885
5498,33,9,309,1,2781,1,3954.975993391054
5499,30,56,4444,2,248864,0,339385.9203422538
5500,66,51,4048,0,206448,1,205324.43196010293
5501,52,13,898,1,11674,0,10729.274502547234
5502,69,5,307,0,1535,0,1551.5926602994707
5503,28,41,588,1,24108,0,23119.150469382057
5504,38,13,624,2,8112,0,10025.646392233146
5505,68,1,2694,1,2694,0,3258.202746870435
5506,28,25,3165,0,79125,0,96445.95057599095
5507,47,47,2903,1,136441,0,127232.93467570083
5508,65,4,2199,0,8796,0,11912.45717207209
5509,52,36,3775,0,135900,1,149970.8493274105
5510,39,52,1727,0,89804,0,101542.85057961728
5511,55,10,4253,2,42530,0,63704.55112355481
5512,48,28,2226,2,62328,0,62177.805112840324
5513,31,57,2568,1,146376,0,157485.4411424892
5514,41,6,2966,1,17796,1,22663.6374735028
5515,67,27,2055,0,55485,0,78582.80149767888
5516,66,56,646,2,36176,0,32151.300788461056
5517,49,12,1797,1,21564,1,28346.569438856757
5518,53,52,409,1,21268,1,30685.39315881136
5519,49,48,1048,2,50304,0,55135.55982767766
5520,32,3,1851,0,5553,0,5556.9362221348765
5521,60,46,2116,1,97336,0,124046.5560429397
5522,52,33,3729,0,123057,0,119642.35971030132
5523,20,10,2118,2,21180,0,22641.479782310063
5524,33,31,776,2,24056,0,34348.10368897301
5525,22,15,888,1,13320,0,16160.260720362005
5526,38,7,989,1,6923,0,5998.6693316695055
5527,27,36,1555,2,55980,1,57703.527467257496
5528,36,14,1887,0,26418,0,32734.163792449588
5529,42,56,549,0,30744,1,34957.414349678395
5530,21,48,2917,2,140016,1,176733.4488420035
5531,46,14,3739,1,52346,0,69777.68871492658
5532,36,3,4721,2,14163,1,16095.266363221499
5533,60,49,4622,1,226478,0,337648.39080720325
5534,19,53,1329,0,70437,0,101448.41864658977
5535,27,46,4550,1,209300,0,176217.03406311886
5536,60,50,4739,0,236950,0,233751.60066293995
